"date","description","original_description","amount","transaction_type","category","account_name","labels","notes"
"3/12/2012","McDonald's","MCDONALD'S M4451 OF WA SEATTLE WA","6.57","debit","Fast Food","Alaska Airlines Visa Signature","",""
"3/12/2012","Chevron","CHEVRON 00099124 SEATTLE WA","5.45","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"3/12/2012","PayPal","PAYPAL           INST XFER  56VJ25PD4NCPG   WEB ID: PAYPALSI66","29.95","debit","Television","PREMIER PLUS CKG","",""
"3/12/2012","Safeway","SAFEWAY STORE  1484 EVER99435303/11SAFEWAY S","2.38","debit","Groceries","PREMIER PLUS CKG","",""
"3/09/2012","Tully's Coffee","TULLYS COFFEE #1099 BO EVERETT WA","2.35","debit","Coffee Shops","Alaska Airlines Visa Signature","",""
"3/09/2012","Play","GOOGLE *Play GOOGLE.COM/03/09GOOGLE *P","0.27","debit","Entertainment","PREMIER PLUS CKG","",""
"3/08/2012","Pacific Food Trading","PACIFIC FOOD TRADING EVERETT WA","30.03","debit","Groceries","Alaska Airlines Visa Signature","",""
"3/08/2012","Puget Sound Dispatch","PUGET SOUND DISPATCH SEATTLE WA","55.00","debit","Rental Car & Taxi","Alaska Airlines Visa Signature","",""
"3/08/2012","Eurest Thompson Dining","EUREST/THOMPSON DINING EVERETT WA","5.77","debit","Restaurants","Alaska Airlines Visa Signature","",""
"3/07/2012","Snohomish Pud Utility","SNOHOMISH CO PUD UTILITY    5005888         WEB ID: 0000005286","38.65","debit","Utilities","PREMIER PLUS CKG","",""
"3/07/2012","Check 108","CHECK 108","925.00","debit","Mortgage & Rent","PREMIER PLUS CKG","",""
"3/06/2012","Belltown Pub","BELLTOWN PUB SEATTLE WA","28.59","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"3/06/2012","Yummy Teriyaki W","YUMMY TERIYAKI EVERETT W03/05YUMMY TER","8.14","debit","Restaurants","PREMIER PLUS CKG","",""
"3/06/2012","Ats Cafe Sdx","ATS CAFE SDX  30045728 E03/05ATS CAFE","5.46","debit","Restaurants","PREMIER PLUS CKG","",""
"3/05/2012","Puget Sound Dispatch","PUGET SOUND DISPATCH SEATTLE WA","9.50","debit","Rental Car & Taxi","Alaska Airlines Visa Signature","",""
"3/05/2012","Taco Del Mar","TACO DEL MAR SEATTLE WA","7.98","debit","Fast Food","Alaska Airlines Visa Signature","",""
"3/05/2012","Tailgators W Tailgator","TAILGATORS 425-2581805 W02/29TAILGATOR","20.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/05/2012","Safeway","SAFEWAY STORE  1845 SEAT13991903/03SAFEWAY S","15.30","debit","Groceries","PREMIER PLUS CKG","",""
"3/05/2012","Arco","ARCO PAYPOINT RENTON WA 28452703/02ARCO PAYP","44.74","debit","Gas & Fuel","PREMIER PLUS CKG","",""
"3/05/2012","Ats Cafe Sdx","ATS CAFE SDX  30045728 E03/02ATS CAFE","3.06","debit","Restaurants","PREMIER PLUS CKG","",""
"3/02/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"3/02/2012","Interest Charged Balance","Interest Charged on Balance Transfers","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"3/02/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"3/02/2012","Interest Charged Purchases","Interest Charged on Purchases","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"3/02/2012","Bk Amer Vi","BK OF AMER VI/MC ONLINE PMT CKF958241099POS WEB ID: 9500000000","587.61","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"3/02/2012","Bk Amer Vi","BK OF AMER VI/MC ONLINE PMT CKF958241099POS WEB ID: 9500000000","371.94","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"3/01/2012","Transfer from TOTAL CHECKING","BA ELECTRONIC PAYMENT","587.61","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"3/01/2012","Transfer from TOTAL CHECKING","BA ELECTRONIC PAYMENT","371.94","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"3/01/2012","PEMCO Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","7.62","debit","Home Insurance","PREMIER PLUS CKG","",""
"3/01/2012","Auto Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","85.81","debit","Auto Insurance","PREMIER PLUS CKG","",""
"3/01/2012","Boeing Compa Dir","THE BOEING COMPA DIR DEPPPD ID: 1951054708","1678.34","credit","Paycheck","PREMIER PLUS CKG","",""
"2/29/2012","Ats Cafe Sdx","ATS CAFE SDX  30045728 E02/28ATS CAFE","6.99","debit","Restaurants","PREMIER PLUS CKG","",""
"2/28/2012","Tailgators W Tailgator","TAILGATORS 425-2581805 W02/26TAILGATOR","22.56","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"2/28/2012","McDonald's","MCDONALD'S M4451 OF WA S02/26MCDONALD'","4.59","debit","Fast Food","PREMIER PLUS CKG","",""
"2/27/2012","Cactus Moon Saloon","CACTUS MOON SALOON","19.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/27/2012","Belltown Pub","BELLTOWN PUB","25.99","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/27/2012","Dog In Park","DOG IN THE PARK","13.00","debit","Restaurants","Alaska Airlines Visa Signature","",""
"2/27/2012","Amber","AMBER","11.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/27/2012","Pacific Food Trading","PACIFIC FOOD TRADING EVE00811502/27PACIFIC F","9.04","debit","Food & Dining","PREMIER PLUS CKG","",""
"2/27/2012","Ever Ever 7601 Evergreen Way","7601 EVERGREEN  WAY EVER72946702/277601 EVER","52.46","debit","Uncategorized","PREMIER PLUS CKG","",""
"2/27/2012","ATM Withdrawal","ATM WITHDRAWAL          00294702/251501 FOUR","100.00","debit","Amusement","PREMIER PLUS CKG","",""
"2/27/2012","Umai Sushi Teriyaki","UMAI SUSHI AND TERIYAKI02/25UMAI SUSH","7.00","debit","Restaurants","PREMIER PLUS CKG","",""
"2/27/2012","Orca Kcm Online","ORCA KCM ONLINE SALE 20602/26ORCA KCM","20.00","debit","Public Transportation","PREMIER PLUS CKG","",""
"2/25/2012","Shear Perfection","SHEAR PERFECTION INC","25.00","debit","Hair","Alaska Airlines Visa Signature","",""
"2/21/2012","Transfer to CREDIT CARD","CHASE            EPAY       1280065296      WEB ID: 5760039224","1191.26","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"2/21/2012","Ats Cafe Sdx","ATS CAFE SDX  30045728 E02/20ATS CAFE","5.46","debit","Restaurants","PREMIER PLUS CKG","",""
"2/21/2012","Thai Bistro Se","THAI BISTRO SHORELINE SE02/19THAI BIST","25.00","debit","Restaurants","PREMIER PLUS CKG","",""
"2/21/2012","McDonald's","MCDONALD'S M4451 OF WA S02/19MCDONALD'","4.38","debit","Fast Food","PREMIER PLUS CKG","",""
"2/20/2012","Irishmen","THE IRISHMEN","15.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/20/2012","Mukilteo Lodge Sports","MUKILTEO LODGE SPORTS","10.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/20/2012","Ats Cafe Sdx","ATS CAFE SDX 30045728","5.46","debit","Restaurants","Alaska Airlines Visa Signature","",""
"2/20/2012","Safeway","SAFEWAY STORE 00014845","37.99","debit","Groceries","Alaska Airlines Visa Signature","",""
"2/20/2012","Last Supper Club","THE LAST SUPPER CLUB","13.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/20/2012","Last Supper Club","THE LAST SUPPER CLUB","37.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/19/2012","Transfer from TOTAL CHECKING","Payment - Thank You","1191.26","credit","Credit Card Payment","CREDIT CARD","",""
"2/18/2012","Finn Mac Cools","FINN MAC COOLS PUB","20.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/16/2012","McDonald's","MCDONALD'S M4451 OF WA S02/15MCDONALD'","4.38","debit","Fast Food","PREMIER PLUS CKG","",""
"2/16/2012","Boeing Compa Dir","THE BOEING COMPA DIR DEPPPD ID: 1951054708","2408.73","credit","Paycheck","PREMIER PLUS CKG","",""
"2/15/2012","ATM Withdrawal","ATM WITHDRAWAL          00195702/1417191 BOT","140.00","debit","Amusement","PREMIER PLUS CKG","",""
"2/14/2012","Tailgators","TAILGATORS","15.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/14/2012","RadioShack","RADIO SHACK EVERETT WA  48106602/14RADIO SHA","14.19","debit","Electronics & Software","PREMIER PLUS CKG","",""
"2/14/2012","Sidekicks Sidekicks","SIDEKICKS EVERETT WA02/11SIDEKICKS","9.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"2/13/2012","Mcmenamins Mill Crk","MCMENAMINS MILL CRK RE","11.68","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/13/2012","Mukilteo Lodge Sports","MUKILTEO LODGE SPORTS","10.76","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/13/2012","Ck Mukilteo","CK3152MUKILTEO10081339","48.99","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"2/13/2012","Mukilteo Lodge Sports","MUKILTEO LODGE SPORTS","10.76","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/13/2012","Chase Autopayppd Id","CHASE            AUTOPAYPPD ID: 4760039224","40.00","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"2/13/2012","Comcast","COMCAST          COMCAST    0182385018      WEB ID: C849831000","44.99","debit","Television","PREMIER PLUS CKG","",""
"2/13/2012","Chevron","CHEVRON/BALLINGER  INC S42724902/11CHEVRON/B","2.39","debit","Gas & Fuel","PREMIER PLUS CKG","",""
"2/13/2012","McDonald's","MCDONALD'S M4451 OF WA S02/11MCDONALD'","3.92","debit","Fast Food","PREMIER PLUS CKG","",""
"2/13/2012","Wash Lqr Cntl","WASH LQR CNTL BR SHORELI80006002/11WASH LQR","8.41","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"2/13/2012","Wash Lqr Cntl","WASH LQR CNTL BR EVERETT85898802/10WASH LQR","30.90","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"2/13/2012","Interest Charge","PURCHASE INTEREST CHARGE","13.71","debit","Finance Charge","CREDIT CARD","",""
"2/10/2012","Pacific Food Trading","PACIFIC FOOD TRADING","33.56","debit","Groceries","Alaska Airlines Visa Signature","",""
"2/10/2012","PayPal","PAYPAL           INST XFER  56VJ25LLQSSXJ   WEB ID: PAYPALSI66","29.95","debit","Shopping","PREMIER PLUS CKG","",""
"2/10/2012","Transfer from TOTAL CHECKING","AUTOMATIC PAYMENT - THANK","40.00","credit","Credit Card Payment","CREDIT CARD","",""
"2/09/2012","Viper Records Viper","VIPER RECORDS 212-873-0102/08VIPER REC","9.99","debit","Music","PREMIER PLUS CKG","",""
"2/08/2012","Tully's Coffee","TULLYS COFFEE #1098 BO","2.35","debit","Coffee Shops","Alaska Airlines Visa Signature","",""
"2/08/2012","Safeway","SAFEWAY STORE00004747","90.94","debit","Groceries","Alaska Airlines Visa Signature","",""
"2/06/2012","Pig N Whistle","PIG N WHISTLE","31.75","debit","Restaurants","Alaska Airlines Visa Signature","",""
"2/06/2012","A Pizza Mart","A PIZZA MART","23.00","debit","Restaurants","Alaska Airlines Visa Signature","",""
"2/06/2012","Crosswalk","CROSSWALK","20.50","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/06/2012","Belltown Pub","BELLTOWN PUB","15.50","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/06/2012","Green Bean","THE GREEN BEAN","8.07","debit","Coffee Shops","Alaska Airlines Visa Signature","",""
"2/06/2012","Jade Garden Chinese","JADE GARDEN CHINESE RE","10.87","debit","Restaurants","Alaska Airlines Visa Signature","",""
"2/06/2012","Minol Usa Moto","MINOL USA - MOTO MINOL USAPPD ID: 9544007011","60.60","debit","Utilities","PREMIER PLUS CKG","",""
"2/06/2012","Bk Amer Vi","BK OF AMER VI/MC ONLINE PMT CKF958241099POS WEB ID: 9500000000","371.94","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"2/06/2012","Orca Kcm Online","ORCA KCM ONLINE SALE 20602/04ORCA KCM","20.00","debit","Public Transportation","PREMIER PLUS CKG","",""
"2/03/2012","Annual Fee","ANNUAL FEE","75.00","debit","Fees & Charges","Alaska Airlines Visa Signature","",""
"2/03/2012","Transfer from TOTAL CHECKING","BA ELECTRONIC PAYMENT","371.94","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"2/03/2012","Sidekicks","SIDEKICKS","40.43","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"2/02/2012","Interest Charged Balance","Interest Charged on Balance Transfers","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"2/02/2012","Interest Charged Purchases","Interest Charged on Purchases","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"2/02/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"2/02/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv","0.00","credit","Interest Income","Alaska Airlines Visa Signature","",""
"2/02/2012","Boeing Compa Dir","THE BOEING COMPA DIR DEPPPD ID: 1951054708","1464.67","credit","Paycheck","PREMIER PLUS CKG","",""
"2/02/2012","Check 112","CHECK 112","925.00","debit","Mortgage & Rent","PREMIER PLUS CKG","",""
"2/01/2012","PEMCO Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","7.62","debit","Home Insurance","PREMIER PLUS CKG","",""
"2/01/2012","Auto Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","85.81","debit","Auto Insurance","PREMIER PLUS CKG","",""
"2/01/2012","Ats Cafe Sdx","ATS CAFE SDX  30045728 E01/31ATS CAFE","2.62","debit","Restaurants","PREMIER PLUS CKG","",""
"1/31/2012","Tailgators Wa","TAILGATORS 425-2581805 WA","20.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"1/31/2012","Tailgators","TAILGATORS","20.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"1/30/2012","Ace Hedwr Silver","ACE HEDWR SILVER LAKE EVERETT WA","13.40","debit","Shopping","Alaska Airlines Visa Signature","",""
"1/30/2012","Irishmen","THE IRISHMEN EVERETT WA","19.71","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"1/30/2012","Little Caesars","LITTLE CAESARS-BROADWA 00001 WA","11.44","debit","Restaurants","Alaska Airlines Visa Signature","",""
"1/30/2012","Irishmen","THE IRISHMEN","19.71","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"1/30/2012","Little Caesars","LITTLE CAESARS-BROADWA","11.44","debit","Restaurants","Alaska Airlines Visa Signature","",""
"1/30/2012","ATM Fee","NON-CHASE ATM WITHDRAW  70556101/27*EVERETT","3.00","debit","ATM Fee","PREMIER PLUS CKG","",""
"1/30/2012","ATM Withdrawal","NON-CHASE ATM WITHDRAW  70556101/27*EVERETT","20.00","debit","Amusement","PREMIER PLUS CKG","",""
"1/30/2012","ATM Fee","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","PREMIER PLUS CKG","",""
"1/28/2012","Sidekicks","SIDEKICKS EVERETT WA","28.93","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"1/28/2012","Sidekicks","SIDEKICKS","28.93","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"1/26/2012","Union 76","76","48.94","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"1/23/2012","Tailgators","TAILGATORS","29.84","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"1/23/2012","Gap","GAP #1708/THE","9.06","debit","Clothing","Alaska Airlines Visa Signature","",""
"1/23/2012","Safeway","SAFEWAY STORE 00014845","79.29","debit","Groceries","Alaska Airlines Visa Signature","",""
"1/23/2012","Dante","DANTE S","24.00","debit","Uncategorized","Alaska Airlines Visa Signature","",""
"1/23/2012","Cactus Moon Saloon","CACTUS MOON SALOON","11.90","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"1/23/2012","A Pizza Mart","A PIZZA MART","15.00","debit","Restaurants","Alaska Airlines Visa Signature","",""
"1/23/2012","Rat Raven","RAT RAVEN","15.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"1/23/2012","Sbarro","SBARRO 614","6.66","debit","Restaurants","Alaska Airlines Visa Signature","",""
"1/23/2012","PayPal","PAYPAL           INST XFER  56VJ25JX9QY4A   WEB ID: PAYPALSI66","34.73","debit","Shopping","PREMIER PLUS CKG","",""
"1/21/2012","Prospector Liquidation","PROSPECTOR LIQUIDATION","38.77","debit","Uncategorized","Alaska Airlines Visa Signature","",""
"1/19/2012","Shear Perfection Eve","SHEAR PERFECTION INC EVE01/17SHEAR PER","23.00","debit","Hair","PREMIER PLUS CKG","",""
"1/19/2012","Boeing Compa Dir","THE BOEING COMPA DIR DEPPPD ID: 1951054708","1503.90","credit","Paycheck","PREMIER PLUS CKG","",""
"1/18/2012","Minol Usa Moto","MINOL USA - MOTO MINOL USAPPD ID: 9544007011","69.15","debit","Utilities","PREMIER PLUS CKG","",""
"1/17/2012","Snohomish Pud Utility","SNOHOMISH CO PUD UTILITY    9558341         WEB ID: 0000005286","57.21","debit","Utilities","PREMIER PLUS CKG","",""
"1/17/2012","McDonald's","MCDONALD'S M7077 OF WA E01/15MCDONALD'","7.63","debit","Fast Food","PREMIER PLUS CKG","",""
"1/17/2012","7-Eleven","7-ELEVEN 25054 EVERETT W01/157-ELEVEN","15.79","debit","Fast Food","PREMIER PLUS CKG","",""
"1/17/2012","Tailgators W Tailgator","TAILGATORS 425-2581805 W01/14TAILGATOR","32.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"1/17/2012","Pig N Whistle","PIG N WHISTLE SEATTLE WA01/15PIG N WHI","45.59","debit","Restaurants","PREMIER PLUS CKG","",""
"1/17/2012","Massai Massai Se","MASSAI SEATTLE WA01/14MASSAI SE","5.50","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"1/17/2012","A Burger Place","A BURGER PLACE SEATTLE W01/13A BURGER","6.02","debit","Fast Food","PREMIER PLUS CKG","",""
"1/17/2012","Ats Cafe Sdx","ATS CAFE SDX  30045728 E01/13ATS CAFE","3.06","debit","Restaurants","PREMIER PLUS CKG","",""
"1/13/2012","Comcast","COMCAST          COMCAST    0182385018      WEB ID: C849831000","29.99","debit","Television","PREMIER PLUS CKG","",""
"1/13/2012","Seattle Park Seattle","SEATTLE 684-PARK SEATTLE01/12SEATTLE 6","3.00","debit","Parking","PREMIER PLUS CKG","",""
"1/13/2012","Sidekicks Sidekicks","SIDEKICKS EVERETT WA01/11SIDEKICKS","11.50","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"1/13/2012","Sidekicks Sidekicks","SIDEKICKS EVERETT WA01/11SIDEKICKS","53.93","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"1/13/2012","Interest Charge","PURCHASE INTEREST CHARGE","28.58","debit","Finance Charge","CREDIT CARD","",""
"1/12/2012","Belltown Pub Belltown","BELLTOWN PUB SEATTLE WA01/10BELLTOWN","25.30","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"1/10/2012","PayPal","PAYPAL           INST XFER  56VJ25HTWSL84   WEB ID: PAYPALSI66","29.95","debit","Shopping","PREMIER PLUS CKG","",""
"1/10/2012","Safeway Fuel","SAFEWAY  FUEL 10014843 E01/09SAFEWAY","43.79","debit","Gas & Fuel","PREMIER PLUS CKG","",""
"1/10/2012","Cactus Moon Saloon","CACTUS MOON SALOON EVERE01/08CACTUS MO","30.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"1/09/2012","Check 106","CHECK 106","925.00","debit","Mortgage & Rent","PREMIER PLUS CKG","",""
"1/09/2012","Cafe Zippy Cafe","CAFE ZIPPY EVERETT WA01/07CAFE ZIPP","8.54","debit","Restaurants","PREMIER PLUS CKG","",""
"1/05/2012","Transfer to CREDIT CARD","CHASE            EPAY       1253015692      WEB ID: 5760039224","2000.00","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"1/05/2012","Boeing Compa Dir","THE BOEING COMPA DIR DEPPPD ID: 1951054708","1498.50","credit","Paycheck","PREMIER PLUS CKG","",""
"1/05/2012","Safeway","SAFEWAY STORE 00014845","128.32","debit","Groceries","CREDIT CARD","",""
"1/05/2012","Transfer from TOTAL CHECKING","Payment - Thank You","2000.00","credit","Credit Card Payment","CREDIT CARD","",""
"1/04/2012","PEMCO Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","7.62","debit","Home Insurance","PREMIER PLUS CKG","",""
"1/04/2012","Auto Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","85.81","debit","Auto Insurance","PREMIER PLUS CKG","",""
"1/04/2012","Wash Lqr Cntl","WASH LQR CNTL BR EVERETT84341101/04WASH LQR","23.30","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"1/04/2012","Music","GOOGLE *Music GOOGLE.COM01/04GOOGLE *M","5.45","debit","Music","PREMIER PLUS CKG","",""
"1/04/2012","Music","GOOGLE *Music GOOGLE.COM01/04GOOGLE *M","5.45","debit","Music","PREMIER PLUS CKG","",""
"1/03/2012","McDonald's","MCDONALD'S M7113 OF WA E01/01MCDONALD'","7.73","debit","Fast Food","PREMIER PLUS CKG","",""
"1/03/2012","Mr Pizza Mr","MR PIZZA INC LOS ANGELES12/31MR PIZZA","7.00","debit","Restaurants","PREMIER PLUS CKG","",""
"1/03/2012","ATM Withdrawal","ATM WITHDRAWAL          29502712/318490 BEVE","120.00","debit","Amusement","PREMIER PLUS CKG","",""
"1/03/2012","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","100.00","credit","Income","PREMIER PLUS CKG","",""
"12/27/2011","ATM Fee","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","PREMIER PLUS CKG","",""
"12/27/2011","ATM Withdrawal","NON-CHASE ATM WITHDRAW  69363312/24H S B C   MX Nu Peso 3000.0","226.13","debit","Amusement","PREMIER PLUS CKG","",""
